_id,sum_app_opens,no_of_days,nrOfConversations,longestConversation,longestConversationInDays,averageConversationLength,averageConversationLengthInDays,medianConversationLength,medianConversationLengthInDays,nrOfOneMessageConversations,percentOfOneMessageConversations,nrOfGhostingsAfterInitialMessage,no_of_matches,no_of_msgs_sent,no_of_msgs_received,swipe_likes,swipe_passes,birthDate,ageFilterMin,ageFilterMax,cityName,country,createDate,education,gender,interestedIn,instagram,spotify,jobTitle,user_age
dbaa04a510676fbd81ca94eeaab51204,0,0,2,5,0,3,0.03,5,0.0655324074074074,1,50,0,0,6,5,0,0,2001-02-03,18,30,Turku,Finland,2021-07-13,Has no high school or college education,M,F,False,False,unknown,20
bd9d06153b2cf3c36fac2c2ae1ead90a,1074,163,64,31,21,3.81,0.39,2,4.62962962962963E-05,20,31.25,12,204,274,264,6631,7784,1995-12-04,22,30,Philadelphia,USA,2020-07-26,Has no high school or college education,M,F,False,True,unknown,24
555a0ce088fde391ce95924c6782a3d3,2922,497,271,26,168,2.1,2.88,1,0,99,36.53,80,1109,688,715,31198,20778,1998-08-20,18,33,Waco,USA,2017-01-26,Has high school and/or college education,M,F,False,False,Home Theater Agent,18
cdbe53befbf86d7a01a19b63dedc3856,47502,1672,55,227,25,8.42,1.51,2,0.000324074074074,18,32.73,4,235,488,355,4798,226907,1991-07-13,23,29,unknown,unknown,2014-01-15,Has high school and/or college education,M,F,True,False,unknown,22
d3df6e3102a21581b029c639d397feaf,13039,217,2,3,0,2.5,0.08,3,0.0960069444444444,0,0,0,15,23,16,285,47503,1991-07-17,23,30,unknown,unknown,2020-09-08,Has no high school or college education,M,F,True,False,unknown,29
1df5a2967beb889e02bdb7a277e5e874,0,0,2,15,7,9,4.58,15,6.96391203703704,0,0,0,0,18,15,0,0,1985-03-03,18,40,Helsingborg,Sweden,2021-07-16,Has no high school or college education,M,F,False,False,webbutvecklare,36
3f9fb0164f4aa66426b94a577741d2ee,6290,709,690,305,855,17.54,8.07,6,0.0795254629629629,71,10.29,74,2451,8271,7076,34532,35597,1987-07-20,18,35,unknown,unknown,2013-08-25,Has high school and/or college education,M,F,False,False,unknown,26
72f35c8a85258f1852321dfb29b729ec,10953,822,141,58,45,3.55,2.15,2,0.0002314814814814,55,39.01,13,702,503,490,16543,128866,1996-02-14,21,26,unknown,unknown,2015-07-21,Has high school and/or college education,M,F,False,False,Project Development Officer,19
b1c6788f96d54ae00037693ffdfdd0e8,4102,250,203,33,15,4.09,0.7,2,0.0003356481481481,75,36.95,10,297,852,658,17739,12823,2000-01-21,18,26,unknown,unknown,2019-12-21,Has no high school or college education,M,F,False,False,unknown,19
36b5cb5c75d640534b86fa174b7f87cd,214,29,8,6,1,2.75,0.17,2,0.0266782407407407,3,37.5,0,2,22,16,770,2691,1993-07-31,24,32,Clifton,USA,2021-02-28,Has no high school or college education,M,F,False,False,Data Analyst,27
afb6bd0b0fdec67eaba415743e1379d2,3847,352,176,308,271,20.82,3.52,5,0.0377893518518518,13,7.39,49,329,4107,3739,575,64404,1999-12-31,21,25,unknown,unknown,2018-10-28,Has no high school or college education,F,M,False,False,unknown,18
a6fc191746154852cc0b08c26d5bd9a8,0,0,10,46,4,13.4,1.23,6,0.79056712962963,1,10,0,0,134,127,0,0,1998-07-20,18,30,Braga,Portugal,2021-06-10,Has no high school or college education,M,F,False,False,Student,22
4bd387b667911de9d717acb61bcb9d62,2343,254,818,79,204,2.12,1.03,1,0,229,28,319,1107,1849,3011,2325,29587,2001-07-09,18,25,unknown,unknown,2020-02-28,Has no high school or college education,F,M,True,True,unknown,18
927beb022695b76c480eed8d011b3461,5095,1324,141,41,177,4.65,9.23,2,0.0392476851851851,53,37.59,7,200,671,581,20109,50716,1976-12-09,21,46,Reykjavík,Iceland,2015-06-09,Has high school and/or college education,M,F,True,False,unknown,38
2199607721565b8f0bc41664386e6703,0,0,2,16,1,8.5,0.64,16,1.27118055555556,1,50,0,0,17,16,0,0,1999-01-16,19,24,unknown,unknown,2021-04-30,Has no high school or college education,M,F,False,False,unknown,22
561db49881acc5a8bded1bef6f494e08,2310,65,87,99,48,8.71,1.81,3,0.0163773148148148,20,22.99,1,52,922,743,7756,18137,1980-01-03,18,48,Istanbul,Turkey,2021-01-04,Has no high school or college education,M,F,False,False,unknown,41
0e47097be2116331eb3e2ddccbb4a925,874,256,129,24,156,2.23,4.09,1,0,81,62.79,2,286,311,155,78121,1984,1992-12-31,20,27,Dublin,Ireland,2015-10-12,Has high school and/or college education,M,F,False,True,Computer Science,22
cb3f8fff6d15d2480df5883454286539,958,224,31,24,12,3.1,0.57,1,0,21,67.74,0,53,96,86,6293,7485,1992-11-03,23,32,San Francisco,USA,2018-09-07,Has no high school or college education,M,F,True,True,unknown,25
071c1420cb3eb5f45f5511f397726f3e,0,0,10,10,7,2.5,1.39,1,0,7,70,0,0,25,13,0,0,1996-01-29,18,35,Roncade,Italy,2021-07-06,Has no high school or college education,M,F,False,False,unknown,25
90ecea9354c2654a9a6262e282bad6ac,0,0,1,1,0,1,0,1,0,1,100,0,0,1,0,0,0,1987-01-01,25,34,Buffalo,USA,2021-06-26,Has no high school or college education,M,F,False,False,False,34
2beffd6e2ee87f41752bfb0a89de567f,4348,539,29,87,13,9.72,1.45,3,0.0634953703703703,13,44.83,0,56,368,356,26895,42816,1995-04-30,23,30,Cologne,Germany,2019-06-13,Has no high school or college education,M,F,False,False,unknown,24
3c159947bd2b43b5983d9e5b01b136be,87051,2319,9366,215,1613,6.37,9.8,2,0.0252546296296296,3102,33.12,643,16048,43759,46393,290148,188536,1981-05-08,18,45,Zürich,Switzerland,2014-02-28,Has no high school or college education,M,F,True,True,unknown,32
249f1f3c083f2d230ffeb2b1a2407e7c,3325,116,239,616,65,14.09,1.57,4,0.0706018518518518,39,16.32,1,254,3455,1862,5335,8247,1997-12-16,18,32,Hlavní město Praha,Czechia,2020-11-12,Has no high school or college education,M,F,False,False,Self-Employed,22
e42d505b420314e372ac192c0be5b7c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000-07-30,18,23,Strasbourg,France,2021-07-30,Has no high school or college education,M,F,False,True,unknown,21
f30370a618215bebaf2364b548e37366,0,0,21,37,2,7,0.18,4,0.0002777777777777,2,9.52,0,0,199,127,0,0,1996-06-03,21,30,Utrecht,Netherlands,2021-07-15,Has no high school or college education,M,F,False,False,unknown,25
8b31bc169342cd0a73096794cd7fce86,0,0,58,86,4,7.19,0.27,2,0.000787037037037,9,15.52,18,0,520,602,0,0,1973-01-12,30,60,unknown,unknown,2021-07-24,Has no high school or college education,F,M and F,False,False,unknown,48
31b4e30768d5e0a6d16d9905ca530148,3230,396,170,10,61,1.23,0.72,1,0,70,41.18,68,70,205,274,14741,17877,1990-05-21,21,40,Mission,USA,2019-01-06,Has no high school or college education,M,F,False,False,Specialty Service,28
9e32f32476759542bbf0ed9cc92c1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991-07-25,20,39,unknown,unknown,2021-07-14,Has no high school or college education,M,F,False,False,unknown,29
cc811745c6adf5f57bbbbc2c6b3d2220,4456,212,155,136,74,10.28,2.88,2,0.0019791666666666,26,16.77,44,499,1643,1967,2379,22984,2001-06-27,18,22,Brisbane,Australia,2020-04-19,Has no high school or college education,F,F,False,True,unknown,18
b21ff8857d5e90ae9fb579c75ff66767,397,43,72,74,18,9.57,0.71,2,0.0003587962962962,23,31.94,1,45,689,700,3048,1116,1989-09-25,18,36,Las Palmas de Gran Canaria,Spain,2021-02-08,Has no high school or college education,M,F,False,False,unknown,31
a935f71ec678e425f019853362dda58d,4332,321,176,54,62,4.69,3.48,2,0.535601851851852,68,38.64,1,182,848,934,4033,1929,1995-07-28,18,29,Frankfurt,Germany,2020-04-19,Has no high school or college education,M,F,False,False,unknown,24
2c45f2bd5f05cb0428cedec8089b3e59,11161,530,941,135,216,10.1,3.94,4,0.171805555555556,150,15.94,43,1640,9866,7826,12413,66785,1983-11-23,18,28,unknown,unknown,2018-12-06,Has no high school or college education,M,F,False,False,unknown,35
6b2ef23737aee995f8469f0aee4b9c8a,932,73,128,11,18,1.07,0.27,0,0,33,25.78,70,137,153,258,9081,6370,1995-11-24,29,35,Cleveland,USA,2020-10-02,Has no high school or college education,M,F,False,False,Software Engineer,24
970f31114023669ea030aa2d5d806671,10001,809,157,142,347,8.67,6.21,2,0.0339699074074074,49,31.21,17,468,1303,1272,47163,72624,1984-10-15,25,45,Perth,Australia,2014-07-17,Has high school and/or college education,M,F,False,False,unknown,29
24cb8cffb3d27569d2063059ff7b114d,819,93,5,24,1,5.2,0.19,1,0,2,40,2,18,26,29,822,3222,1996-09-29,21,25,unknown,unknown,2020-08-19,Has no high school or college education,M,F,False,False,Software engineer,23
e9437511b692877e25d36f230929e2ff,0,0,4,13,4,5.25,1.61,6,2.60200231481482,2,50,0,0,25,27,0,0,2001-07-04,18,22,unknown,unknown,2021-08-02,Has no high school or college education,M,F,False,False,unknown,20
60a5335f19451f41584ee38801edc050,1029,192,10,217,47,24.1,4.96,1,0,5,50,1,33,254,185,9122,2546,1993-06-17,19,30,Bensheim,Germany,2020-06-06,Has no high school or college education,M,F,False,False,Softwaredeveloper,26
d714c8f0e83db92be0499712596f5449,10167,420,1420,983,574,11.22,4.42,3,0.0025347222222222,339,23.87,200,3610,16467,11306,12218,15971,2000-10-16,18,35,unknown,unknown,2018-10-17,Has no high school or college education,M,F,False,True,unknown,18
dc4572c2c68debce7bbd16ec199bc453,1365,313,152,99,16,5.33,0.96,1,0,54,35.53,32,464,812,912,10009,1780,1997-08-25,18,27,unknown,unknown,2020-02-26,Has no high school or college education,M,F,False,False,unknown,22
5bd3d116a1fe0c31f7b03a8758f652d7,33791,2232,552,153,715,7.41,4.7,2,0.0003587962962962,86,15.58,140,2944,2703,2530,127981,70118,1990-04-04,21,31,Montreal,Canada,2014-01-15,Has high school and/or college education,M,F,True,True,unknown,23
10b2097badb646a0e1147c24fccfedfb,7312,82,403,133,28,8.85,2.39,3,0.002037037037037,99,24.57,15,1368,14452,8228,89848,12944,1999-11-02,18,26,Kaohsiung City,Taiwan,2021-01-20,Has no high school or college education,M,F,False,True,unknown,21
5709abc8f96b3fb4bf2067ca321544b3,21476,561,109,203,7,10.83,0.57,2,0.0490972222222222,42,38.53,0,712,5200,4868,35476,64424,1994-01-24,25,34,Poznań,Poland,2017-01-18,Has high school and/or college education,M,F,False,False,unknown,23
615be0069495f92f668428ba1de1cda1,720,11,145,43,34,3.79,1.7,1,0,32,22.07,49,400,2204,3808,864,19824,1999-05-18,23,31,Vienna,Austria,2021-04-02,Has no high school or college education,F,M,False,False,unknown,21
354ce0ef3c3c1380cc1637997df7f3d6,1309,322,5,11,1,3.6,0.48,3,0.132071759259259,1,20,1,23,18,27,1991,47859,1995-03-15,21,33,Santa Clara,USA,2018-07-23,Has no high school or college education,M,F,False,False,Software Engineer,23
4fc50a68a7e10121d3976e81b8671130,0,0,32,54,8,6.44,1.06,3,0.002824074074074,8,25,0,0,832,628,0,0,1995-12-25,18,26,unknown,unknown,2021-07-27,Has no high school or college education,M,F,False,False,unknown,25
8babd832a00e7c1c80b7069c08c37648,64884,631,387,367,440,15.46,4.5,4,0.113460648148148,110,28.42,2,2656,23964,24980,111080,62160,2000-08-02,18,25,unknown,unknown,2019-07-15,Has no high school or college education,M,F,False,True,unknown,18
d042f56db33ec35dd18048409c5b0c4c,0,0,88,55,16,6.58,1.07,3,0.0332060185185185,23,26.14,9,0,2336,3076,0,0,1989-01-24,29,38,Denver,USA,2021-06-02,Has no high school or college education,F,M,False,False,Artist,32
ad32321e1b765bbc9e6d50082b74a6a2,0,0,41,464,13,76.29,1.72,35,0.698159722222222,5,12.2,1,0,12512,10068,0,0,1998-10-01,22,26,unknown,unknown,2021-04-29,Has no high school or college education,F,M,False,False,unknown,22
1a1ec35c46befb52573881b099e61fbc,5844,127,125,107,2,1.72,0.09,0,0,2,1.6,112,1012,1132,2544,1984,366300,1999-08-30,30,40,Kuala Lumpur,Malaysia,2020-08-28,Has no high school or college education,F,M,False,False,unknown,21
f2e65193084a900888fa11bfd2c5df17,335,47,77,171,38,11.12,3.28,2,0.0001388888888888,30,38.96,3,36,878,585,1314,2415,1997-12-21,19,26,Perth,USA,2021-01-17,Has no high school or college education,M,F,False,True,Service Coordinator,23
e8cb93c34fc8df3783e0adbd8eae2efe,6316,412,30,44,2,4.77,0.22,2,0.0001388888888888,14,46.67,0,400,684,436,35796,2552,1996-07-11,21,27,Luxembourg City,Luxembourg,2018-05-31,Has no high school or college education,M,F,True,True,Ski Instructor - Entrepreneur,21
e1a9c69acde1a7db1d0da5e2b694bc80,1690,103,55,161,174,17.27,9.53,4,0.163414351851852,14,25.45,2,93,963,697,1211,18617,1999-07-13,19,23,unknown,unknown,2020-12-21,Has no high school or college education,M,F,False,False,unknown,21
4727ef423c21b58c1e039e9625b5955d,3388,74,9,64,8,11.11,1.27,3,0.0127314814814814,3,33.33,0,52,400,428,1952,45156,1994-09-15,18,35,unknown,unknown,2020-03-14,Has no high school or college education,M,F,False,False,unknown,25
2328d490260d54aa6d781595eb18bab8,11796,181,5,66,14,18.4,2.93,10,0.184837962962963,1,20,0,56,444,324,1624,97048,1999-10-23,18,23,Münster,Germany,2020-07-30,Has no high school or college education,M,F,False,False,unknown,20
e37211835e97b5a61ffc4c5a21602562,22881,1136,172,479,126,30.45,3.59,4,0.0569675925925925,39,22.67,4,336,5360,5890,76091,314253,1997-11-10,18,1000,Madrid,Spain,2018-02-27,Has no high school or college education,M,F,False,True,unknown,20
15d033bb9b09fbc4b85cf5b01c4d507b,0,0,67,68,5,5,0.23,1,0,34,50.75,2,0,1344,928,0,0,2000-07-09,18,30,unknown,unknown,2021-07-03,Has no high school or college education,M,F,False,False,Radiology Researcher,20
16a22fdad3de24d72d8509711c454ffb,48824,1133,473,560,870,20.35,6.23,6,0.429953703703704,104,21.99,4,13104,39360,41552,208304,195912,1998-01-29,18,44,Tampere,Finland,2017-08-23,Has no high school or college education,M,F,True,False,Software Developer,19
d8e45b0063ebd4fa518de694899989dc,13728,494,157,42,110,5.55,4.41,2,0.215972222222222,63,40.13,1,760,3532,3672,36192,50256,1992-04-05,21,37,unknown,unknown,2019-04-21,Has no high school or college education,M,F,False,False,unknown,27
a5476d611884a1bdd9d34288c2c6b1fe,13792,631,80,145,296,6.89,20.9,1,0,32,40,11,2032,2184,2036,121112,18852,1992-01-07,18,18,Hlavní město Praha,Czechia,2015-09-23,Has high school and/or college education,M,F,False,True,unknown,23
d80491ef04fcd9509aa2e20da7ae51a0,0,0,12,18,23,6.25,7.84,7,2.98675925925926,2,16.67,1,0,304,312,0,0,1992-06-08,18,30,Québec,Canada,2021-06-21,Has no high school or college education,M,F,False,False,unknown,29
cac26cf5abf0f5bb6b8e1225774c094d,0,0,79,20,11,3.39,1,2,0.0004861111111111,38,48.1,0,0,270,190,0,0,1996-11-18,20,30,Carol Stream,USA,2021-08-06,Has no high school or college education,M,F,True,False,Software Engineer,24
4f4afc0f8102adfb457c7d2905de2bf4,0,0,6,21,6,7.83,2.04,4,0.0073379629629629,2,33.33,0,0,192,136,0,0,1998-04-08,18,1000,Bryan,USA,2021-08-01,Has no high school or college education,M,F,False,True,unknown,23
5008aac977b015ea0ffd49b87cedf5db,50,11,11,2,2,0.55,0.19,0,0,4,36.36,6,7,8,8,449,1421,1996-11-08,18,30,Madison,USA,2021-04-01,Has no high school or college education,M,F,False,True,Computer Engineer,24
bf0031b8e010f9e2df28551e09dc02ed,13272,340,232,100,326,5.03,2.9,2,0.0009259259259259,100,43.1,5,932,4684,3752,34256,176612,2000-07-28,18,23,Seattle,USA,2018-10-01,Has no high school or college education,M,F,True,True,Dental Student,18
933ab3a21e7f0db44ce89a0cd3086462,0,0,5,3,1,1.4,0.2,1,0,4,80,0,0,7,2,0,0,1994-05-25,18,1000,Vasa,Finland,2021-08-04,Has no high school or college education,M,F,False,True,unknown,27
cf79775ae9c9beea4f2b4a0381b77f0a,0,0,19,64,13,12.53,1.57,4,0.0894791666666666,0,0,0,0,238,231,0,0,1994-10-16,18,32,Pato Branco,Brazil,2021-07-18,Has no high school or college education,M,F,False,False,unknown,26
71998221b4edc9aa27c0fb02ade3c5a5,1510,198,118,20,7,2.17,0.28,1,0,39,33.05,35,368,268,305,2216,11733,1998-01-20,22,32,Carrboro,USA,2019-06-02,Has no high school or college education,F,M and F,False,True,unknown,21
e1fc751c4721214058caa7d5288b1df8,1508,10,122,2264,101,51.65,4.75,11,0.403576388888889,21,17.21,5,108,25216,20204,5792,14164,1999-07-16,18,1000,unknown,unknown,2021-04-05,Has no high school or college education,M,F,False,False,unknown,21
883af370beebea637ba3bd4833bfeaa1,26,7,37,19,23,1.27,0.65,0,0,11,29.73,19,33,47,121,114,368,1994-06-21,27,40,Los Angeles,USA,2020-01-10,Has no high school or college education,F,M,False,True,unknown,25
902380088f0f434902ab486c8fcfdbdb,6647,635,249,122,353,11.3,9.74,4,0.174594907407407,53,21.29,0,607,2943,2302,14511,26223,1997-02-17,18,29,Melbourne,Australia,2018-01-30,Has high school and/or college education,M,F,False,False,unknown,20
e4742116046c34c56433697cf2d7cd92,9964,249,147,290,207,23.69,4.95,4,0.158784722222222,24,16.33,1,125,5497,5458,19463,14238,1994-09-03,18,46,Milan,Italy,2020-07-30,Has no high school or college education,M,F,False,False,PhD Student,25
983aa5c7935d2ac343f6f80f8bea4d31,1887,87,29,70,26,11.59,1.55,3,0.0136921296296296,2,6.9,0,14,357,244,9468,15929,1996-04-01,20,25,Madrid,Spain,2021-01-16,Has no high school or college education,M,F,False,True,unknown,24
047b89e2fb091a0b163dc08f437ac4d7,3175,711,32,49,36,7.16,3.75,4,0.0556134259259259,11,34.38,0,57,229,330,1928,33678,1996-07-12,18,30,Bratislava,Slovakia,2017-01-21,Has high school and/or college education,M,F,False,True,unknown,20
e7f54b0a39641fb50d2bdd4653d6093c,8188,535,255,32,973,3.85,6.86,2,9.25925925925926E-05,112,43.92,15,415,1068,1005,12655,9867,1980-02-10,31,43,Zürich,Switzerland,2018-09-27,Has no high school or college education,M,F,True,True,unknown,38
15ff101ff43e45213ce5095bbf2eb0ae,17262,265,79,70,54,6.33,2.01,2,0.0002199074074074,37,46.84,1,930,3102,3012,20028,9138,1988-09-01,23,40,unknown,unknown,2019-07-06,Has no high school or college education,M,F,False,False,unknown,30
3ecd478aec38e26c942c558e38395e18,10805,1466,369,153,610,7.78,7.03,1,0,196,53.12,1,468,2869,2974,117835,199198,1998-07-10,18,1000,unknown,unknown,2016-09-11,Has high school and/or college education,M,F,False,False,unknown,18
67695a0f1de680c43440df363f1a72de,8891,1071,427,171,794,9.14,15.39,3,0.0089467592592592,97,22.72,0,334,4119,2839,37074,12494,1998-10-04,18,40,Tuscaloosa,USA,2017-10-07,Has no high school or college education,M,F,False,False,unknown,19
5ebbdd306af77223d282bfafc014b992,0,0,6,21,13,8.5,6.05,11,7.91916666666667,1,16.67,0,0,51,50,0,0,1994-10-15,22,28,unknown,unknown,2021-07-23,Has no high school or college education,M,F,False,False,unknown,26
46f792a86d160cb35b7ebc778c71aab1,5724,774,33,12,396,2.61,19.35,2,0.165925925925926,16,48.48,0,55,87,71,1969,94163,1995-04-06,21,25,Nottingham,United Kingdom,2018-12-15,Has no high school or college education,M,F,True,True,unknown,23
47af3745a19f31c658e0883f885da91a,4429,82,169,150,117,5.3,2.26,2,0.0135879629629629,69,40.83,3,322,909,691,7170,20517,2001-05-02,18,25,unknown,unknown,2021-01-21,Has no high school or college education,M,F,False,True,unknown,19
e400b6b6e8771da5e11ba78236b508a9,4309,560,385,110,224,8.84,3.17,4,0.0639236111111111,84,21.82,31,447,2394,3108,811,61442,1984-06-25,30,34,Washington,USA,2013-11-23,Has high school and/or college education,F,M,False,False,unknown,29
7b486995c17837e5a78c2a361898cc63,0,0,4,1,0,1,0,1,0,4,100,0,0,4,0,0,0,1997-09-30,18,33,London,United Kingdom,2021-06-08,Has no high school or college education,M,F,True,True,Teacher and Musician,23
089943bb32808df713f1b36b4889299b,0,0,143,14,30,2.95,1.06,2,9.25925925925926E-05,22,15.38,5,0,422,205,0,0,1998-10-28,18,45,Austin,USA,2021-05-18,Has no high school or college education,M,F,False,False,Software Engineer,22
a6ae45052f3ed7cf800a8eef9fc5b708,2456,46,26,17,3,3.77,0.56,2,0.245555555555556,7,26.92,0,124,404,404,7188,3372,2001-05-04,18,50,Graz,Austria,2021-01-12,Has no high school or college education,M,F,False,True,IT-tech,19
74058df41f27d9cb74cf9740b2ef7222,0,0,15,18,3,5.27,0.7,4,0.111701388888889,4,26.67,0,0,79,78,0,0,1986-04-03,25,40,Reading,United Kingdom,2021-06-14,Has no high school or college education,M,F,True,True,IT,35
89bb5d6650ad1a5e394841ba2209e82c,1482,146,23,206,112,12.65,7.5,2,0.0196759259259259,8,34.78,0,27,294,196,2423,1869,1999-01-04,18,26,unknown,unknown,2020-10-30,Has no high school or college education,M,F,False,True,unknown,21
d3266517d2bed5737f8531b88d5c0333,11707,1193,282,293,874,22.29,11.22,2,0.0002199074074074,112,39.72,13,1679,6288,4654,41886,64092,1995-10-19,22,29,unknown,unknown,2014-11-26,Has no high school or college education,M,F,False,True,Biologielaborant,19
64915d73ff46ffc781651d1dbf888c3b,4768,288,134,85,40,10.61,2.62,4,0.180138888888889,5,3.73,1,251,1599,1109,6477,30497,1996-03-29,18,21,Budapest,Hungary,2019-09-15,Has no high school or college education,M,F,False,True,Mechanical Engineer,23
cfbc9f5414c47adb731603f519ba9feb,3987,529,17,16,31,3.47,3.18,1,0,7,41.18,2,67,64,74,2959,77570,1995-02-04,23,29,Somerville,USA,2019-06-19,Has no high school or college education,M,F,False,True,Game Developer,24
331e904c2f25299315e7c1302537b6f9,569,41,36,26,10,5.31,1.04,3,0.0037037037037037,5,13.89,7,19,193,127,250,18164,1995-11-14,20,28,unknown,unknown,2021-03-03,Has no high school or college education,M,F,False,False,unknown,25
400d447eba30cf9e8e151ea78a746397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995-05-22,18,26,unknown,unknown,2021-08-10,Has no high school or college education,M,F,False,False,unknown,26
db85a24bf536b042f9edc68e7f224d51,789,121,2,12,1,6.5,0.73,12,1.45991898148148,1,50,0,2,13,15,881,29583,1997-01-25,20,26,Helsinki,Finland,2020-12-13,Has no high school or college education,M,F,False,True,unknown,23
b8db8cb8bd6279042bebf5f54f3f1c4b,1212,47,14,28,4,6.14,0.53,3,0.0068055555555555,6,42.86,1,40,87,67,1384,6227,1991-07-11,18,38,Bellingham,USA,2019-08-07,Has no high school or college education,M,F,False,True,unknown,28
b86ebcdc4f5b55b8107ffa7f3ab22643,13751,337,378,257,175,14.44,5.22,6,0.120636574074074,51,13.49,25,1211,5522,5981,61889,15018,1999-07-24,18,32,Tampere,Finland,2019-12-26,Has no high school or college education,M,F,False,False,unknown,20
58788ed73c72f1642ed17ea17f35bb3e,2977,230,223,66,165,4.24,1.93,1,0,111,49.78,17,773,964,857,7093,10626,1996-08-24,18,33,unknown,unknown,2020-06-09,Has no high school or college education,M,F,False,False,unknown,23
a8d96263440a26da200782b3d8853c89,0,0,17,24,4,5.88,0.64,1,0,9,52.94,0,0,106,90,0,0,1993-10-06,18,34,Dresden,Germany,2021-08-13,Has no high school or college education,M,F,False,True,"Software Developer, Informatikstudent",27
4486aacb0a819895cfd364eaae03f70d,1869,90,106,129,53,13.05,1.68,4,0.154456018518519,28,26.42,0,44,1384,1482,4627,7614,1998-06-20,21,26,unknown,unknown,2021-01-12,Has no high school or college education,M,F,True,False,unknown,22
15d02153d1a811b213cff1a74bb630a2,133,15,162,66,8,5.14,0.33,2,0.0001736111111111,61,37.65,7,22,832,552,1468,203,1992-11-02,21,38,unknown,unknown,2021-03-25,Has no high school or college education,M,F,False,False,systems engineer,28
b5d15a7a654efe731813ac615b3a32d6,3397,138,395,52,868,3.77,7.54,2,0.029699074074074,165,41.77,1,144,3543,3167,8559,14046,1998-10-01,18,24,Atlanta,USA,2019-01-18,Has no high school or college education,M,F,False,True,unknown,20
3e628010ed82e688c71e334b6662c755,37,12,1,12,5,12,4.94,12,4.93525462962963,0,0,0,1,12,8,135,739,1997-05-14,20,27,Durham,USA,2021-04-02,Has no high school or college education,M,F,True,False,Research & Development Engineer,23
29a2d5394445625ebb9f7dcc4e2a4326,4289,257,490,59,108,3.6,0.54,2,0.0001388888888888,92,18.78,11,545,1811,1437,13120,25209,1999-12-13,18,23,unknown,unknown,2020-06-13,Has no high school or college education,M,F,False,True,unknown,20
0a4d4178571ee92830da3ce13973f26f,1545,235,2,46,68,29,34.01,46,67.9640046296296,0,0,0,20,58,62,659,9488,1986-11-30,27,37,Stockholm,Sweden,2020-08-09,Has no high school or college education,M,F,True,True,"Planarkitekt, Stadsplanerare",33
c967761abf26f40ec3c851e4414f670d,1295,306,8,38,9,11.25,1.67,5,0.477743055555556,1,12.5,0,9,97,93,1499,18653,1997-07-24,22,26,Ojai,USA,2019-07-20,Has no high school or college education,M,F,False,True,unknown,22
36903a2b7aad04cb4e56cdf08c58679d,10689,941,447,42,1023,4.32,6.6,1,0,214,47.87,11,909,1944,1549,29909,26775,1999-02-28,18,22,unknown,unknown,2017-08-25,Has no high school or college education,M,F,False,False,unknown,18
d330608bfc66cafd16397a1586d082d7,310,21,12,69,5,13.25,1.26,6,1.11006944444444,2,16.67,0,21,159,190,51,6687,2001-01-15,20,25,Marietta,USA,2019-07-19,Has no high school or college education,F,M,False,False,unknown,18
e4e9053aa2c025de4039f469579deffd,31792,1171,1434,202,291,8.51,3.27,3,0.0310416666666666,258,17.99,237,4315,12270,15797,12451,139922,1999-06-22,20,35,Kingston,Canada,2016-08-19,Has high school and/or college education,F,M,True,False,unknown,17
d83d74b27735ea150aca1cf637c51646,1334,182,79,132,71,10.34,5.65,3,0.321516203703704,23,29.11,1,67,842,720,4523,21998,2000-05-19,18,29,Odense,Denmark,2020-09-28,Has no high school or college education,M,F,False,True,woke bae,20
9fcc84cdacce689be974f21071a81cbd,11706,912,249,85,63,3.06,0.96,1,0,142,57.03,8,435,768,798,13931,155344,1991-10-25,23,39,unknown,unknown,2015-10-14,Has high school and/or college education,M,F,False,False,Software Engineer,23
a4ed848c2ae4cef0179a4ab266c16f61,609,25,138,128,105,9.69,6.68,3,0.18443287037037,36,26.09,0,27,1357,1007,1501,7569,1996-08-20,18,1000,Highland Park,USA,2021-03-20,Has no high school or college education,M,F,True,True,Senior TPM,24
10e11d6c79dd5522e8fc362bcc844bcc,9937,1248,411,126,597,5.45,5.34,2,0.0004861111111111,163,39.66,14,1769,2315,2046,45692,31464,1998-05-02,18,1000,New York,USA,2016-09-18,Has high school and/or college education,M,F,True,False,Product Manager,18
95d7bda361cc1c61a88dd8db4409050f,1476,392,25,6,2,1.68,0.2,1,0,17,68,0,27,54,23,1614,2364,1996-11-11,18,27,Québec,Canada,2019-01-17,Has no high school or college education,M,F,True,False,unknown,22
d904d98bfa0e558f6d47b5c40fee7a21,15672,1296,1271,130,371,7.4,3.67,2,0.0001273148148148,591,46.5,21,3397,9533,8078,20221,29921,1990-06-29,18,60,unknown,unknown,2013-05-01,Has high school and/or college education,M,F,False,False,unknown,22
13e46b1fdc4b50357865832b994a29de,4139,425,226,61,234,6.91,5.11,2,0.0085300925925925,86,38.05,5,431,1715,1278,14928,25696,1999-01-13,18,22,Houston,USA,2019-05-17,Has no high school or college education,M,F,False,True,Swim instructor,20
c5e25845c54e972bec900d82b9ceecc4,0,0,53,50,23,7.09,0.98,1,0,28,52.83,1,0,378,222,0,0,2002-12-01,18,22,South Morang,Australia,2021-06-30,Has no high school or college education,M,F,False,False,unknown,18
